Package |	License	|Source of License Information|	Comments|	License/Copyright Links/References
libgdk-pixbuf2.0-common |	GPL-2	|WICC4D|	part of gdk-pixbuf3|	NA
libgeoip1 |	LGPL-2.1, MIT-Equivalent	|WICC4D UI|	Source package geoip|	NA
libgeoip-dev |	LGPL-2.1, MIT-Equivalent	|WICCD4 UI|	Source package geoip|	NA
libgeronimo-interceptor-3.0-spec-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/g/geronimo-interceptor-3.0-spec/geronimo-interceptor-3.0-spec_1.0.1-3fakesync1/copyright
libgettextpo0 |	Ruby	|WICC4D|	part of gettext|	NA
libgettextpo-dev |	Ruby	|WICC4D|	part of gettext|	NA
libgflags2 |	BSD-Equivalent	|WICC4D UI|	NA|	NA
libgflags-dev |	BSD-Equivalent	|WICC4D UI|	Source Package gflags|	NA
libgfortran3 |	GPL-3	|WICC4D|	part of gcc|	NA
libgfortran-4.8-dev |	GPL-3	|WICC4D|	part of gcc|	NA
libghc-async-dev |	Open Source	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-async/haskell-async_2.0.2-4build1/copyright
libghc-attoparsec-dev |	BSD, GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-attoparsec/haskell-attoparsec_0.13.0.1-1build1/copyright
libghc-case-insensitive-dev |	Open Source	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-case-insensitive/haskell-case-insensitive_1.2.0.5-1build1/copyright
libghc-cgi-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-cgi/haskell-cgi_3001.2.2.2-3build1/copyright
libghc-extensible-exceptions-dev |	GHC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-extensible-exceptions/haskell-extensible-exceptions_0.1.1.4-6/copyright
libghc-fgl-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-fgl/haskell-fgl_5.5.2.3-1/copyright
libghc-gluraw-dev |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-gluraw/haskell-gluraw_1.5.0.1-3/copyright
libghc-glut-dev |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-glut/haskell-glut_2.7.0.1-3build1/copyright
libghc-hashable-dev |	Open Source	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-hashable/haskell-hashable_1.2.3.3-3build1/copyright
libghc-haskell-src-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-haskell-src/haskell-haskell-src_1.0.2.0-4build1/copyright
libghc-http-dev |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-http/haskell-http_4000.2.23-1build1/copyright
libghc-hunit-dev |	Open Source, GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-hunit/haskell-hunit_1.3.0.0-1/copyright
libghc-monadcatchio-mtl-dev |	BSD-3-Clause	|source code|	NA|	http://hackage.haskell.org/package/MonadCatchIO-mtl
libghc-mtl-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-mtl/haskell-mtl_2.2.1-2/copyright
libghc-network-dev |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-network/haskell-network_2.6.2.1-3/copyright
libghc-opengl-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-opengl/haskell-opengl_2.12.0.1-3build1/copyright
libghc-openglraw-dev |	OpenGLRaw	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-openglraw/haskell-openglraw_2.4.1.0-5/copyright
libghc-pandoc-citeproc-data |	BSD-3-Clause, CC-BY-SA-3, Expat	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-pandoc-citeproc/haskell-pandoc-citeproc_0.9-1/copyright
libghc-parallel-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-parallel/haskell-parallel_3.2.1.0-1/copyright
libghc-parsec3-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-parsec/haskell-parsec_3.1.9-4build1/copyright
libghc-primitive-dev |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-primitive/haskell-primitive_0.6.1.0-1/copyright
libghc-quickcheck2-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-quickcheck/haskell-quickcheck_2.8.1-2/copyright
libghc-random-dev |	BSD-style	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-random/haskell-random_1.1-3/copyright
libghc-regex-base-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-regex-base/haskell-regex-base_0.93.2-8/copyright
libghc-regex-compat-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-regex-compat/haskell-regex-compat_0.95.1-8/copyright
libghc-regex-posix-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-regex-posix/haskell-regex-posix_0.95.2-7/copyright
libghc-split-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-split/haskell-split_0.2.2-5/copyright
libghc-stm-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-stm/haskell-stm_2.4.4.1-1/copyright
libghc-syb-dev |	GHC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-syb/haskell-syb_0.6-1/copyright
libghc-text-dev |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-text/haskell-text_1.2.2.0-1/copyright
libghc-transformers-dev |	GHC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/g/ghc/ghc_7.10.3-7/copyright
libghc-unordered-containers-dev |	Open Source	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-unordered-containers/haskell-unordered-containers_0.2.5.1-4build1/copyright
libghc-vector-dev |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-vector/haskell-vector_0.11.0.0-1/copyright
libghc-xhtml-dev |	GHC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/g/ghc/ghc_7.10.3-7/copyright
libghc-zlib-dev |	Open Source	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/haskell-zlib/haskell-zlib_0.6.1.1-1/copyright
libgif7 |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/g/giflib/giflib_5.1.2-0.2/copyright
libgirepository-1.0-1 |	GPL-2, LGPL-2+	|ubuntu.com|	part of gobject-introspection|	NA
libgl1-mesa-dev |	MIT, Boost, GPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mesa/mesa_11.2.0-1ubuntu2/copyright
libgl1-mesa-dri |	MIT	|WICC4D|	part of mesa|	NA
libgl1-mesa-glx |	MIT	|WICC4D|	Source package mesa|	NA
libglapi-mesa |	MIT	|WICC4D|	part of mesa|	NA
libglib2.0-0 |	GPL-2/LGPL-2	|WICC4D|	part of glib|	NA
libglib2.0-bin |	LGPL-2	|WICC4D|	part of glib2|	NA
libglib2.0-data |	LGPL-2.0	|WICC4D|	part of glib2|	NA
libglib2.0-dev |	LGPL-2	|WICC4D|	part of glib2|	NA
libglu1-mesa |	SGI-2, SGI-1.1, LGPL-2, GPL-2.0+	|ubuntu.com|	Different files are licensed differently. Example: Files: include/GL/glu_mangle.h are LGPL-2, Files: src/libnurbs/internals/*.cc are SGI-1.1 etc.|	http://changelogs.ubuntu.com/changelogs/pool/main/libg/libglu/libglu_9.0.0-2.1/copyright
libglu1-mesa-dev |	SGI-2, SGI-1.1, LGPL-2, GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libg/libglu/libglu_9.0.0-2.1/copyright
libgmp10 |	LGPL	|WICC4D|	Source package - gmp|	NA
libgmp-dev |	LGPL	|WICC4D|	part of gmp|	NA
libgmpxx4ldbl |	LGPL	|WICC4D|	part of gmp|	NA
libgnome2-0 |	LGPL-2.1+	|openhub.net|	part of libgnome|	https://www.openhub.net/p/libgnome/licenses
libgnome-2-0 |	LGPL-2.1+	|openhub.net|	part of libgnome|	https://www.openhub.net/p/libgnome/licenses
libgnome2-bin |	LGPL-2.1+	|openhub.net|	part of libgnome|	https://www.openhub.net/p/libgnome/licenses
libgnome2-common |	LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/libgnome/licenses
libgnomevfs2-0 |	LGPL-2.1+	|openhub.net|	part of libgnome|	https://www.openhub.net/p/libgnome/licenses
libgnomevfs2-common |	LGPL-2.1+	|openhub.net|	part of libgnome|	https://www.openhub.net/p/libgnome/licenses
libgnutls30 |	GPL-3.0, LGPL-2.1	|openhub.net|	Source package - gnutls|	https://www.openhub.net/p/gnutls
libgnutls-dev |	LGPL-2	|source code|	part of gnutls|	http://www.gnutls.org/
libgnutlsxx27 |	LGPL-2	|source code|	part of gnutls|	NA
libgomp1 |	GPL-3+	|openhub.net|	Part of gcc-5 - GNU Compiler Collection|	https://www.openhub.net/p/gcc
libgoogle-glog0 |	Apache-2.0	|WICC4D UI|	NA|	NA
libgoogle-glog-dev |	Apache-2.0	|WICC4D UI|	Source Package Google-Glog|	NA
libgoogle-perftools4 |	BSD-Equivalent	|WICC4D UI|	Source Package gperftools|	NA
libgpars-groovy-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libg/libgpars-groovy-java/libgpars-groovy-java_1.2.1-5/copyright
libgpg-error-dev |	LGPL-2.1	|WICC4D|	NA|	NA
libgphoto2-6 |	GPL-2.0+, LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/libgphoto/licenses
libgphoto2-l10n |	GPL-2.0+, LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/libgphoto/licenses
libgphoto2-port12 |	GPL-2.0+, LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/libgphoto/licenses
libgraphite2 |	LGPL v2 or later	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/h/harfbuzz/harfbuzz_1.0.1-1ubuntu0.1/copyright
libgraphite2-3 |	Apache-2.0	|WICC4D|	part of graphite|	NA
libgraphviz-dev |	EPL-1.0	|WICC4D|	part of graphviz|	NA
libgs9 |	 GPL-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/g/ghostscript/ghostscript_9.18~dfsg~0-0ubuntu2/copyright
libgs9-common |	 GPL-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/g/ghostscript/ghostscript_9.18~dfsg~0-0ubuntu2/copyright
libgssapi3-heimdal |	BSD-3-clause	|WICC4D|	part of heimdal kerberos|	NA
libgssapi3-heimdal  |	BSD-Equivalent	|WICC4D|	NA|	NA
libgssapi-krb5-2 |	MIT	|WICC4D|	Source package - krb5|	NA
libgssrpc4 |	BSD-4-clause	|WICC4D|	part of heimdal kerberos|	NA
libgstreamer1.0-0 |	 LGPL-2+, GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/g/gstreamer1.0/gstreamer1.0_1.8.0-1/copyright
libgstreamer-plugins-base1.0-0 |	LGPL-2+,BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/g/gst-plugins-base1.0/gst-plugins-base1.0_1.8.2-1ubuntu0.2/copyright
libgtk2.0-0 |	LGPL-2.1+	|openhub.net|	part of gtk+2.0|	https://www.openhub.net/p/gtk/licenses
libgtk2.0-bin |	LGPL-2.1+	|openhub.net|	part of gtk+2.0|	https://www.openhub.net/p/gtk/licenses
libgtk2.0-common |	LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/gtk/licenses
libgtk-3-0 |	LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/gtk
libgtk-3-bin |	LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/gtk
libgtk-3-common |	LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/gtk
libguava-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/g/guava-libraries/guava-libraries_19.0-1/copyright
libgudev-1.0-0 |	LGPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libg/libgudev/libgudev_230-2/copyright
libguice-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/g/guice/guice_4.0-2/copyright
libgusb2 |	LGPL-2.1+, GPL-2.0	|ubuntu.com|	Different files are licensed differently. Example: Files: tools/* are under GPL-2.0,     Files: debian/* are under LGPL-2.1|	http://changelogs.ubuntu.com/changelogs/pool/main/libg/libgusb/libgusb_0.2.9-0ubuntu1/copyright
libgvc6 |	EPL-1.0 ,MIT	|WICC4D|	part of graphviz|	NA
libgvpr2 |	EPL-1.0 ,MIT	|WICC4D|	part of graphviz|	NA
libhamcrest-java |	BSD, GPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libh/libhamcrest-java/libhamcrest-java_1.3-5ubuntu1/copyright
libharfbuzz0b |	MITÂ 	|WICC4D|	part of HarfBuzz|	NA
libharfbuzz-dev |	MIT	|WICC4D|	part of harfbuzz|	NA
libharfbuzz-gobject0 |	MIT	|WICC4D|	part of harfbuzz|	NA
libharfbuzz-icu0 |	MIT	|WICC4D|	part of harfbuzz|	NA
libhawtjni-runtime-java |	Apache-2.0, BSD-3-clause, Eclipse Public License - v 1.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/hawtjni/hawtjni_1.10-1/copyright
libhcrypto4-heimdal |	BSD-3-Clause	|WICC4D|	part of heimdal -  Heimdal Kerberos|	NA
libhdf5-10 |	GPL-2.0	|WICC4D|	NA|	NA
libhdf5-8 |	GPL V2, BSD-Equivalent	|WICC4D UI|	Source Package LIBHDF5|	NA
libhdf5-cpp-11  |	GPL-2.0	|WICC4D|	NA|	NA
libhdf5-cpp-8 |	GPL V2, BSD-Equivalent	|WICC4D UI|	Source Package LIBHDF5-CPP|	NA
libhdf5-dev |	 BSD-Equivalent	|WICC4D UI|	Source Package LIBHDF5|	NA
libhdf5-serial-dev |	GPL V2, BSD-Equivalent	|WICC4D UI|	Source Package LIBHDF5-SERIAL|	NA
libheadius-options-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libheadius-options-java/filelist
libheimbase1-heimdal |	BSD-3-Clause	|WICC4D|	Source package heimdai -  Heimdal Kerberos|	NA
libheimntlm0-heimdal |	BSD-3-Clause	|WICC4D|	Source package heimdai -  Heimdal Kerberos|	NA
libhogweed4 |	LGPL-3, GPL-2, GPL-3	|WICC4D|	part of Nettle. This is a cryptographic library|	NA
libhtml-format-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhtml-format-perl/libhtml-format-perl_2.11-2/copyright
libhtml-form-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhtml-form-perl/libhtml-form-perl_6.03-1/copyright
libhtml-parser-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhtml-parser-perl/libhtml-parser-perl_3.72-1/copyright
libhtml-tagset-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhtml-tagset-perl/libhtml-tagset-perl_3.20-2/copyright
libhtml-tree-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhtml-tree-perl/libhtml-tree-perl_5.03-2/copyright
libhttpclient-java |	Apache-2.0, MPL-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/httpcomponents-client/httpcomponents-client_4.5.1-1/copyright
libhttp-cookies-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-cookies-perl/libhttp-cookies-perl_6.01-1/copyright
libhttpcore-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/httpcomponents-core/httpcomponents-core_4.4.4-1/copyright
libhttp-daemon-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-daemon-perl/libhttp-daemon-perl_6.01-1/copyright
libhttp-date-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-date-perl/libhttp-date-perl_6.02-1/copyright
libhttp-message-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-message-perl/libhttp-message-perl_6.11-1/copyright
libhttp-negotiate-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-negotiate-perl/libhttp-negotiate-perl_6.00-2/copyright
libhwloc5 |	BSD-4-clause	|WICC4D|	part of hwloc|	NA
libhwloc-dev |	BSD-4-clause	|WICC4D|	part of hwloc|	NA
libhwloc-plugins |	BSD-4-clause	|WICC4D|	part of hwloc|	NA
libhx509-5-heimdal |	BSD-3-Clause	|WICC4D|	part of heimdal -  Heimdal Kerberos|	NA
libhyperic-sigar-java |	GPL-2.0+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/h/hyperic-sigar/hyperic-sigar_1.6.4+dfsg-2.1/copyright
libibverbs1 |	BSD-Equivalent	|WICC4D UI|	Source Package libibverbs|	NA
libibverbs-dev |	BSD-4-clause	|WICC4D|	part of libibverbs|	NA
libice6 |	MIT	|WICC4D|	part of libice|	NA
libice-dev |	MIT	|WICC4D|	part of libice|	NA
libicu52 |	Unicode	|WICC4D|	part of icu|	NA
libicu55 |	Unicode	|WICC4D|	part of icu|	NA
libicu-dev |	Unicode, MIT(for older versions)	|WICC4D|	part of icu|	NA
libidn11 |	LGPL-2.1	|WICC4D|	part of libidn|	NA
libidn11-dev |	LGPL-2.1	|WICC4D|	part of libidn|	NA
libieee1284-3 |	GPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libieee1284/libieee1284_0.2.11-12/copyright
libijs-0.35 |	MIT	|source code|	NA|	https://blueprints.launchpad.net/ubuntu/+archive/primary/+files/ijs_0.35.orig.tar.gz
libilmbase12 |	ilmbase,boost	|ubuntu.com|	NA|	http://metadata.ftp-master.debian.org/changelogs//main/i/ilmbase/ilmbase_2.2.0-11_copyright
libilmbase-dev |	ilmbase	|debian.org|	part of ilmbase|	NA
libinput10 |	MIT	|openhub.net|	part of libinput |	https://www.openhub.net/p/libinput/licenses
libinvokebinder-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libinvokebinder-java/filelist
libio-html-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libio-html-perl/libio-html-perl_1.001-1/copyright
libio-socket-inet6-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libio-socket-inet6-perl/libio-socket-inet6-perl_2.72-2/copyright
libio-socket-ssl-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libio-socket-ssl-perl/libio-socket-ssl-perl_2.024-1/copyright
libisc-export160 |	ISC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/b/bind9/bind9_9.10.3.dfsg.P4-8ubuntu1.2/copyright
libisl10 |	MIT	|source code|	NA|	http://freecode.com/projects/isl
libisl15 |	MIT, BSD-2-clause, LGPL-2.1+	|ubuntu.com|	Most of the source code is licensed under the MIT license. However, there are some exceptions. Example: Files: interface/python.* are licensed under BSD-2-Clause,     Files: isl_qsort.c and debian/* under LGPL-2.1+|	http://changelogs.ubuntu.com/changelogs/pool/main/i/isl/isl_0.16.1-1/copyright
libitm1 |	GPL-3+	|openhub.net|	Part of gcc-5 - GNU Compiler Collection|	https://www.openhub.net/p/gcc
libjansi-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjansi-java/filelist
libjansi-native-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjansi-native-java/filelist
libjasper-dev |	CDDL-1.0	|WICC4D|	part of jasper|	NA
libjaxen-java |	BSD, W3C	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjaxen-java/libjaxen-java_1.1.6-1ubuntu1/copyright
libjaxp1.3-java |	GPL-2, Apache-2.0	|ubuntu.com|	NA|	NA
libjbig0 |	GPL-2	|WICC4D|	part of jbigkit|	NA
libjbig2dec0 |	 GPL-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/j/jbig2dec/jbig2dec_0.12+20150918-1/copyright
libjbig-dev |	 GPL-2.0	|WICC4D|	part of jbigkit|	NA
libjcodings-java |	MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjcodings-java/filelist
libjcommander-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jcommander/jcommander_1.48-1/copyright
libjcsp-java |	 LGPL-2.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jcsp/jcsp_1.1-rc4-2/copyright
libjdom1-java |	BSD-4	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjdom1-java/libjdom1-java_1.1.3-1/copyright
libjemalloc1 |	GPL-2.0	|WICC4D UI|	NA|	NA
libjetty-java |	Apache-2.0/EPL-1.0	|WICC4D|	Source package jetty - different versions are under different licenses i.e. either Apache-2.0 or EPL-1.0|	NA
libjffi-java |	LGPL	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjffi-java/filelist
libjffi-jni |	LGPL	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/ppc64el/libjffi-jni/filelist
libjline2-java |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jline2/jline2_2.11-4/copyright
libjna-java |	Apache-2.0, LGPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjna-java/libjna-java_4.2.2-1/copyright
libjna-jni |	Apache-2.0, LGPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjna-java/libjna-java_4.2.2-1/copyright
libjnr-constants-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-constants-java/filelist
libjnr-enxio-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-enxio-java/filelist
libjnr-ffi-java |	GPL-3, Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-ffi-java/filelist
libjnr-netdb-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-netdb-java/filelist
libjnr-posix-java |	Common Public License - v 1.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-posix-java/filelist
libjnr-unixsocket-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-unixsocket-java/filelist
libjnr-x86asm-java |	LGPL-3 or MIT/X11	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjnr-x86asm-java/filelist
libjoda-convert-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjoda-convert-java/filelist
libjoda-time-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjoda-time-java/filelist
libjpeg62-turbo |	Independent JPEG	|WICC4D|	part of Libjpeg|	NA
libjpeg62-turbo-dev |	Independent JPEG	|WICC4D|	part of Libjpeg|	NA
libjpeg8 |	Independent JPEG	|WICC4D|	part of libjpeg|	NA
libjpeg8-dev |	Independent JPEG	|WICC4D|	part of libjpeg|	NA
libjpeg-dev |	Independent JPEG	|WICC4D|	part of libjpeg|	NA
libjpeg-turbo8 |	Independent JPEG	|WICC4D|	part of libjpeg|	NA
libjpeg-turbo8-dev |	Independent JPEG	|WICC4D|	part of libjpeg|	NA
libjruby-joni-java |	CPL-1.0, GPL-2.0+, LGPL	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjruby-joni-java/filelist
libjsch-java |	BSD-3-clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jsch/jsch_0.1.53-1ubuntu1/copyright
libjs-excanvas |	Apache-2.0	|WICC4D|	part of explorercanvas|	NA
libjs-inherits |	ISC	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjs-inherits/filelist
libjs-jquery |	MIT	|WICC4D|	part of jquery|	NA
libjs-node-uuid |	Expat, GPL, GPL-3+, MIT	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjs-node-uuid/filelist
libjson-c2 |	MIT	|WICC4D|	part of json-c|	NA
libjson-glib-1.0-0 |	LGPL-2.1+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/j/json-glib/json-glib_1.1.2-0ubuntu1/copyright
libjson-glib-1.0-common |	LGPL-2.1+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/j/json-glib/json-glib_1.1.2-0ubuntu1/copyright
libjsoup-java |	MIT	|WICC4D|	Source package - jsoup|	NA
libjsr166y-java |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjsr166y-java/libjsr166y-java_1.7.0-2/copyright
libjs-sphinxdoc |	LGPL-2.1, BSD-4-Clause	|WICC4D|	part of sphinx|	NA
libjs-underscore |	MIT	|WICC4D|	part of Underscore|	NA
libjts-java |	LGPL-2.1+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jts/jts_1.13+ds-1/copyright
libjzlib-java |	BSD-3-Clause	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libjzlib-java/filelist
libk5crypto3 |	MIT	|WICC4D|	part of krb5|	NA
libkadm5clnt-mit9 |	MIT	|WICC4D|	part of kerberos|	NA
libkdb5-7 |	MIT	|WICC4D|	part of kerberos|	NA
libkeyutils1 |	LGPL-2.0	|WICC4D|	Source package - keyutils|	NA
